id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	kingdom	phylum	class	order	family	genus	species	file
Fusobacterium_ulcerans_ATCC_49185	Fusobacterium ulcerans ATCC 49185	Fusobacterium ulcerans ATCC 49185 (469617.3)	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Commensal	807	1235	958	Ines Thiele	09/06/12	469617	ModelSEED		Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans	agora/Fusobacterium_ulcerans_ATCC_49185.xml
Fusobacterium_varium_ATCC_27725	Fusobacterium varium ATCC 27725	Fusobacterium varium ATCC 27725 (469618.3)	Obligate anaerobe	Saccharolytic, proteolytic, fermentative	Negative	Commensal	810	1250	966	Ines Thiele	09/06/12	469618	ModelSEED		Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium	agora/Fusobacterium_varium_ATCC_27725.xml
Gemella_haemolysans_ATCC_10379	Gemella haemolysans ATCC 10379	Gemella haemolysans ATCC 10379 (546270.5)	Facultative anaerobe	Saccharolytic, fermentative	Positive		514	1000	787	Laura Kutt	04/17/16	546270	ModelSEED	kb|g.2189	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified Bacillales family	Gemella	Gemella haemolysans	agora/Gemella_haemolysans_ATCC_10379.xml
Gemella_morbillorum_M424	Gemella morbillorum M424	Gemella moribillum M424 (562982.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive		483	941	744	Laura Kutt	04/17/16	562982	ModelSEED	kb|g.2334	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified Bacillales family	Gemella	Gemella morbillorum	agora/Gemella_morbillorum_M424.xml
Gemella_sanguinis_ATCC700632	Gemella sanguinis ATCC700632		Facultative anaerobe	Saccharolytic, fermentative	Positive		492	1036	793	Laura Kutt	04/17/16	1408440	ModelSEED	kb|g.241224	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified Bacillales family	Gemella	Gemella sanguinis	agora/Gemella_sanguinis_ATCC700632.xml
Gemella_sanguinis_M325	Gemella sanguinis M325	Gemella sanguinis M325 (562983.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive		500	959	758	Laura Kutt	05/29/16	562983	Kbase	kb|g.2335	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified Bacillales family	Gemella	Gemella sanguinis	agora/Gemella_sanguinis_M325.xml
Geobacillus_stearothermophilus_ATCC_7953	Geobacillus stearothermophilus ATCC 7953		Aerobe	Saccharolytic, non-fermentative	Variable		800	1414	1082			937593	Kbase	kb|g.241233	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus stearothermophilus	agora/Geobacillus_stearothermophilus_ATCC_7953.xml
Geobacillus_vulcani_PSS1	Geobacillus vulcani PSS1		Aerobe	Saccharolytic, non-fermentative	Positive		975	1570	1131	Laura Kutt	04/17/16	1382315	Kbase	kb|g.241237	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus vulcani	agora/Geobacillus_vulcani_PSS1.xml
Gordonia_rubripertincta_NBRC_101908	Gordonia rubripertincta NBRC 101908	Gordonia rubripertincta NBRC 101908 (1077975.4)	Obligate aerobe	Saccharolytic	Positive		1209	1543	1143	chenry	04/15/16	1077975	Kbase	kb|g.23931	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia rubripertincta	agora/Gordonia_rubripertincta_NBRC_101908.xml
Gordonia_terrae_C_6	Gordonia terrae C-6	Gordonia terrae C-6 (1316928.3)	Obligate aerobe	Saccharolytic	Positive	Pathogen	1137	1551	1143	Laura Kutt	05/29/16	1316928	ModelSEED	kb|g.31992	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia terrae	agora/Gordonia_terrae_C_6.xml
Gordonia_terrae_NBRC_100016	Gordonia terrae NBRC 100016		Obligate aerobe	Saccharolytic	Positive	Pathogen	1220	1568	1164	chenry	04/15/16	1089454	ModelSEED	kb|g.241256	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia terrae	agora/Gordonia_terrae_NBRC_100016.xml
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378	Gordonibacter pamelaeae 7-10-1-bT, DSM 19378	Gordonibacter pamelaeae 7-10-1-b (657308.3)	Nanaerobe	Few carbon sources used, fermentation capabilities undescribed	Positive	Commensal	622	958	795	Ines Thiele	04/20/12	471189	Kbase		Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter pamelaeae	agora/Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378.xml
Granulicatella_adiacens_ATCC_49175	Granulicatella adiacens ATCC 49175	Granulicatella adiacens ATCC 49175 (638301.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	504	995	783	Laura Kutt	04/17/16	638301	Kbase	kb|g.2710	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella adiacens	agora/Granulicatella_adiacens_ATCC_49175.xml
Granulicatella_elegans_ATCC_700633	Granulicatella elegans ATCC 700633	Granulicatella elegans ATCC 700633 (626369.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	522	1026	808	Laura Kutt	04/18/16	626369	ModelSEED	kb|g.2649	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella elegans	agora/Granulicatella_elegans_ATCC_700633.xml
Grimontia_hollisae_CIP_101886	Grimontia hollisae CIP 101886	Grimontia hollisae CIP 101886 (675812.3)	Facultative anaerobe	Fermentative, respiratory	Negative		950	1492	1093	Laura Kutt	04/19/16	675812	ModelSEED	kb|g.2925	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	Grimontia hollisae	agora/Grimontia_hollisae_CIP_101886.xml
Haemophilus_haemolyticus_M19501	Haemophilus haemolyticus M19501	Haemophilus haemolyticus M19501 (1028803.3)	Facultative anaerobe	Saccharolytic, fermentative	Negative	Commensal	680	1240	966	Laura Kutt	04/18/16	1028803	ModelSEED	kb|g.23309	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus	agora/Haemophilus_haemolyticus_M19501.xml
Haemophilus_influenzae_R2846	Haemophilus influenzae R2846	Haemophilus influenzae R2846 (262727.7)	Facultative anaerobe	Saccharolytic, fermentative	Negative		646	1200	949			262727	ModelSEED	kb|g.545	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	agora/Haemophilus_influenzae_R2846.xml
Haemophilus_parainfluenzae_T3T1	Haemophilus parainfluenzae T3T1	Haemophilus parainfluenzae T3T1 (862965.3)	Aerobe	Respiratory	Negative		656	1257	973	Laura Kutt	04/19/16	862965	ModelSEED	kb|g.3441	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	agora/Haemophilus_parainfluenzae_T3T1.xml
Haemophilus_sputorum_CCUG_13788	Haemophilus sputorum CCUG 13788	Haemophilus sputorum CCUG 13788 (1035839.4)	Aerobe	Respiratory	Negative		666	1239	976	Laura Kutt	04/19/16	1035839	ModelSEED	kb|g.23371	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus sputorum	agora/Haemophilus_sputorum_CCUG_13788.xml
Hafnia_alvei_ATCC_51873	Hafnia alvei ATCC 51873	Hafnia alvei ATCC 51873 (1002364.3)	Facultative anaerobe	Fermentative, respiratory	Negative	Opportunistic pathogen	1329	2400	1545	Laura Kutt	05/30/16	1002364	ModelSEED	kb|g.23113	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia	Hafnia alvei	agora/Hafnia_alvei_ATCC_51873.xml
Hafnia_alvei_BIDMC_31	Hafnia alvei BIDMC 31		Facultative anaerobe	Fermentative, respiratory	Negative	Opportunistic pathogen	1451	1884	1280	Laura Kutt	04/18/16	1328337	ModelSEED	kb|g.209992	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	agora/Hafnia_alvei_BIDMC_31.xml
Halococcus_morrhuae_DSM1307	Halococcus morrhuae DSM1307		Aerobe	Saccharolytic	Negative		646	1131	958	Laura Kutt	04/19/16	931277	Kbase	kb|g.224181	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus morrhuae	agora/Halococcus_morrhuae_DSM1307.xml
Helicobacter_bilis_ATCC_43879	Helicobacter bilis ATCC 43879	Helicobacter bilis ATCC 43879 (613026.4)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	523	981	834	Ines Thiele	09/06/12	613026	Kbase		Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter bilis	agora/Helicobacter_bilis_ATCC_43879.xml
Helicobacter_canadensis_MIT_98_5491	Helicobacter canadensis MIT 98-5491	Helicobacter canadensis MIT 98-5491 (Prj:30719) (537970.9)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	522	1020	808	Eugen Bauer	08/03/14	537970	Kbase		Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter canadensis	agora/Helicobacter_canadensis_MIT_98_5491.xml
Helicobacter_cinaedi_CCUG_18818	Helicobacter cinaedi CCUG 18818	Helicobacter cinaedi CCUG 18818 (537971.5)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	531	1043	831	Ines Thiele	09/06/12	537971	Kbase		Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cinaedi	agora/Helicobacter_cinaedi_CCUG_18818.xml
Helicobacter_pullorum_MIT_98_5489	Helicobacter pullorum MIT 98-5489	Helicobacter pullorum MIT 98-5489 (537972.5)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	535	949	787	Ines Thiele	09/06/12	537972	Kbase		Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pullorum	agora/Helicobacter_pullorum_MIT_98_5489.xml
Helicobacter_pylori_26695	Helicobacter pylori 26695	Helicobacter pylori 26695 (85962.8)	Microaerophile	Strictly respiratory, glucose is oxidzed but no other sugar is used	Negative	Opportunistic pathogen	447	1025	833	Ines Thiele	08/07/12	85962	Kbase		Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	agora/Helicobacter_pylori_26695.xml
Helicobacter_winghamensis_ATCC_BAA_430	Helicobacter winghamensis ATCC BAA-430	Helicobacter winghamensis ATCC BAA-430 (556267.4)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	498	941	793	Ines Thiele	09/06/12	556267	ModelSEED		Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter winghamensis	agora/Helicobacter_winghamensis_ATCC_BAA_430.xml
Holdemania_filiformis_VPI_J1_31B_1_DSM_12042	Holdemania filiformis VPI J1-31B-1, DSM 12042	Holdemania filiformis DSM 12042 (545696.5)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	721	1744	1113	Ines Thiele	09/06/12	61171	ModelSEED		Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis	agora/Holdemania_filiformis_VPI_J1_31B_1_DSM_12042.xml
Kallipyga_massiliensis_ph2	Kallipyga massiliensis ph2		Obligate anaerobe	Saccharolytic, fermentative	Positive		425	1002	816	Laura Kutt	04/18/16	1118059	Kbase	kb|g.206992	Bacteria	Firmicutes	Tissierellia	unclassified Tissierellia order	unclassified Tissierellia family	Kallipyga	Kallipyga massiliensis	agora/Kallipyga_massiliensis_ph2.xml
Kandleria_vitulina_DSM_20405	Kandleria vitulina DSM 20405		Obligate anaerobe	Saccharolytic, fermentative	Positive		587	1195	926	Laura Kutt	04/18/16	1410657	Kbase	kb|g.241318	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Kandleria	Kandleria vitulina	agora/Kandleria_vitulina_DSM_20405.xml
Kingella_oralis_ATCC_51147	Kingella oralis ATCC 51147	Kingella oralis ATCC 51147 (629741.3)	Facultative anaerobe	Saccharolytic, fermentative	Negative	Commensal	596	1106	899	Laura Kutt	04/18/16	629741	Kbase	kb|g.2656	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella oralis	agora/Kingella_oralis_ATCC_51147.xml
Klebsiella_oxytoca_KCTC_1686	Klebsiella oxytoca KCTC 1686	Klebsiella oxytoca KCTC 1686 (1006551.4)	Facultative anaerobe	fermentative, respiratory	Negative		1543	1809	1264			1006551	Kbase	kb|g.23273	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis	agora/Klebsiella_oxytoca_KCTC_1686.xml
Klebsiella_pneumoniae_pneumoniae_MGH78578	Klebsiella pneumoniae pneumoniae MGH78578	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (272620.9)	Facultative anaerobe	Fermentative or respiratory, various carbohydrates used	Negative	Opportunistic pathogen	1396	1817	1189	Ines Thiele	08/07/12	1328388	Kbase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	agora/Klebsiella_pneumoniae_pneumoniae_MGH78578.xml
Klebsiella_sp_1_1_55	Klebsiella sp. 1_1_55	Klebsiella sp. 1_1_55 (469608.3)	Facultative anaerobe	Fermentative or respiratory	Negative	Opportunistic pathogen	1479	2340	1473	Ines Thiele	06/29/12	469608	Kbase		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	agora/Klebsiella_sp_1_1_55.xml
Kluyvera_ascorbata_ATCC_33433	Kluyvera ascorbata  ATCC 33433		Facultative anaerobe	Fermentative, respiratory	Negative		1241	1782	1227	Laura Kutt	04/18/16	1006000	Kbase	kb|g.241367	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera ascorbata	agora/Kluyvera_ascorbata_ATCC_33433.xml
Kocuria_palustris_PEL	Kocuria palustris PEL	Kocuria palustris PEL (1236550.3)	Obligate aerobe	Saccharolytic, respiratory	Positive	Commensal	789	1295	983	chenry	04/15/16	1236550	Kbase	kb|g.25806	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria palustris	agora/Kocuria_palustris_PEL.xml
Kocuria_rhizophila_DC2201	Kocuria rhizophila DC2201	Kocuria rhizophila DC2201 (378753.3)	Obligate aerobe	Saccharolytic	Positive		756	1250	974	chenry	04/15/16	378753	ModelSEED	kb|g.1142	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Kocuria rhizophila	agora/Kocuria_rhizophila_DC2201.xml
Kurthia_massiliensis_JC30	Kurthia massiliensis  JC30		Aerobe	Saccharolytic, respiratory	Positive		789	1444	1090	Laura Kutt	04/18/16	1033739	ModelSEED	kb|g.23348	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	Kurthia massiliensis	agora/Kurthia_massiliensis_JC30.xml
Kytococcus_sedentarius_DSM_20547	Kytococcus sedentarius DSM 20547	Kytococcus sedentarius DSM 20547 (478801.4)	Obligate aerobe	Respiratory	Positive	Commensal	653	1198	945	chenry	04/15/16	478801	Kbase	kb|g.1725	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Kytococcus	Kytococcus sedentarius	agora/Kytococcus_sedentarius_DSM_20547.xml
Lachnospira_multipara_ATCC_19207	Lachnospira multipara ATCC 19207		Obligate anaerobe	Saccharolytic, fermentative	Positive		554	1163	931	Laura Kutt	04/19/16	1282887	Kbase	kb|g.209041	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira multipara	agora/Lachnospira_multipara_ATCC_19207.xml
Lachnospiraceae_bacterium_sp_5_1_63FAA	Lachnospiraceae bacterium sp. 5_1_63FAA	Lachnospiraceae bacterium 5_1_63FAA (658089.3)	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	857	1766	1275	Ines Thiele	06/29/12	658089	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae genus	Lachnospiraceae bacterium 5_1_63FAA	agora/Lachnospiraceae_bacterium_sp_5_1_63FAA.xml
Lachnospiraceae_bacterium_sp_8_1_57FAA	Lachnospiraceae bacterium sp. 8_1_57FAA	Lachnospiraceae bacterium 8_1_57FAA (665951.3)	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	603	2252	1201	Ines Thiele	06/29/12	665951	Kbase		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified Lachnospiraceae genus	Lachnospiraceae bacterium 8_1_57FAA	agora/Lachnospiraceae_bacterium_sp_8_1_57FAA.xml
Lactobacillus_acidophilus_ATCC_4796	Lactobacillus acidophilus ATCC 4796	Lactobacillus acidophilus ATCC 4796 (525306.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	528	1287	912	Ines Thiele	09/06/12	525306	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	agora/Lactobacillus_acidophilus_ATCC_4796.xml
Lactobacillus_acidophilus_NCFM	Lactobacillus acidophilus NCFM	Lactobacillus acidophilus NCFM (272621.13)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	540	1460	1009	Eugen Bauer	08/03/14	272621	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	agora/Lactobacillus_acidophilus_NCFM.xml
Lactobacillus_amylolyticus_DSM_11664	Lactobacillus amylolyticus DSM 11664	Lactobacillus amylolyticus DSM 11664 (585524.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	423	1049	827	Ines Thiele	06/29/12	585524	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylolyticus	agora/Lactobacillus_amylolyticus_DSM_11664.xml
Lactobacillus_amylovorus_GRL_1112	Lactobacillus amylovorus GRL 1112	Lactobacillus amylovorus GRL 1112 (695560.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		556	1048	817	Laura Kutt	04/18/16	695560	Kbase	kb|g.3001	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus	agora/Lactobacillus_amylovorus_GRL_1112.xml
Lactobacillus_animalis_KCTC_3501	Lactobacillus animalis KCTC 3501	Lactobacillus animalis KCTC 3501 (930942.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		581	1149	887	Laura Kutt	05/30/16	930942	Kbase	kb|g.3735	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Lactobacillus animalis	agora/Lactobacillus_animalis_KCTC_3501.xml
Lactobacillus_antri_DSM_16041	Lactobacillus antri DSM 16041	Lactobacillus antri DSM 16041 (525309.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	606	1548	1118	Ines Thiele	09/06/12	525309	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus antri	agora/Lactobacillus_antri_DSM_16041.xml
Lactobacillus_brevis_ATCC_367	Lactobacillus brevis ATCC 367	Lactobacillus brevis ATCC 367 (387344.15)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	558	1010	810	Ines Thiele	06/25/12	387344	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus brevis	agora/Lactobacillus_brevis_ATCC_367.xml
Lactobacillus_brevis_subsp_gravesensis_ATCC_27305	Lactobacillus brevis subsp. gravesensis ATCC 27305	Lactobacillus brevis subsp. gravesensis ATCC 27305 (525310.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	796	1856	1263	Ines Thiele	09/06/12	525310	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus brevis	agora/Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml
Lactobacillus_buchneri_ATCC_11577	Lactobacillus buchneri ATCC 11577	Lactobacillus buchneri ATCC 11577 (525318.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	757	1114	884	Ines Thiele	09/06/12	525318	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus	Lactobacillus buchneri	agora/Lactobacillus_buchneri_ATCC_11577.xml
Lactobacillus_casei_ATCC_334	Lactobacillus casei ATCC 334	Lactobacillus casei ATCC 334 (321967.11)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	659	1012	818	Ines Thiele	06/25/12	321967	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	agora/Lactobacillus_casei_ATCC_334.xml
Lactobacillus_casei_casei_BL23	Lactobacillus casei casei BL23	Lactobacillus casei BL23 (543734.4)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	740	1050	829	Ines Thiele	06/25/12	543734	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lactobacillus casei	agora/Lactobacillus_casei_casei_BL23.xml
Lactobacillus_coleohominis_101_4_CHN	Lactobacillus coleohominis 101-4-CHN	Lactobacillus coleohominis 101-4-CHN (575594.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		510	1058	841	Laura Kutt	04/18/16	575594	ModelSEED	kb|g.2455	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus coleohominis	agora/Lactobacillus_coleohominis_101_4_CHN.xml
Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711	Lactobacillus coryniformis subsp. coryniformis CECT 5711		Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		788	1255	975	Laura Kutt	04/18/16	1185325	ModelSEED	kb|g.25201	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	Lactobacillus coryniformis	agora/Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml
Lactobacillus_crispatus_125_2_CHN	Lactobacillus crispatus 125-2-CHN	Lactobacillus crispatus 125-2-CHN (575595.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	519	747	637	Ines Thiele	06/29/12	575595	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	agora/Lactobacillus_crispatus_125_2_CHN.xml
Lactobacillus_curvatus_CRL_705	Lactobacillus curvatus CRL 705		Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		509	1057	843	Laura Kutt	04/18/16	1074451	ModelSEED	kb|g.23895	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Lactobacillus curvatus	agora/Lactobacillus_curvatus_CRL_705.xml
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 (390333.7)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	541	1390	1008	Eugen Bauer	08/03/14	390333	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	agora/Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365 (321956.7)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	483	1220	930	Ines Thiele	06/25/12	321956	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii	agora/Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml
Lactobacillus_fermentum_ATCC_14931	Lactobacillus fermentum ATCC 14931	Lactobacillus fermentum ATCC 14931 (525325.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	580	1503	1089	Ines Thiele	09/06/12	525325	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	agora/Lactobacillus_fermentum_ATCC_14931.xml
Lactobacillus_fermentum_IFO_3956	Lactobacillus fermentum IFO 3956	Lactobacillus fermentum IFO 3956 (334390.5)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	607	1600	1156	Eugen Bauer	08/03/14	334390	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	agora/Lactobacillus_fermentum_IFO_3956.xml
Lactobacillus_gasseri_ATCC_33323	Lactobacillus gasseri ATCC 33323	Lactobacillus gasseri ATCC 33323 (324831.13)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	483	1163	870	Eugen Bauer	08/03/14	324831	ModelSEED		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	agora/Lactobacillus_gasseri_ATCC_33323.xml
Lactobacillus_gastricus_PS3	Lactobacillus gastricus PS3	Lactobacillus gastricus PS3 (1144300.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		627	1199	958	Laura Kutt	04/18/16	1144300	Kbase	kb|g.24613	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Lactobacillus gastricus	agora/Lactobacillus_gastricus_PS3.xml
Lactobacillus_helveticus_DPC_4571	Lactobacillus helveticus DPC 4571	Lactobacillus helveticus DPC 4571 (405566.6)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	516	968	772	Eugen Bauer	08/03/14	405566	Kbase		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus	agora/Lactobacillus_helveticus_DPC_4571.xml
