,Treatment,Rep,Sequencing Run,Plate,Row,Column,OD,Acetate,Butyrate,Lactate,Succinate,ER,FP,AC,HB,CC,RI,DP,BH,CA,PC,DL,CG,BF,EL,CH,BO,BT,BU,BV,BC,BY,PJ,DF,BL,BP,BA,BA Fraction,CA Fraction,BT Fraction,BU Fraction,PC Fraction,AC Fraction,BH Fraction,CC Fraction,CG Fraction,ER Fraction,DP Fraction,EL Fraction,BY Fraction,BF Fraction,CD Fraction,RI Fraction,BP Fraction,BV Fraction,CH Fraction,DF Fraction,CS Fraction,PJ Fraction,FP Fraction,EH Fraction,EC Fraction,BC Fraction,HB Fraction,BO Fraction,DL Fraction,BL Fraction,B.cereus Fraction,Total,Unclassified,Contamination?,Experiment No.,Peak30,Peak32,Peak35,Peak41,pH
819,EL-FP-RI,0,MiSeqOSV006,6,G,1,2.241,24.2067,20.236,58.8913,0,0,1,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209908,0,0.000209908,0.000839631,0,0.895675903,0,0,0,0.102225021,0,0,0,0,0,0,0,0.000209908,0,0,0.000419815,0,0,0,0,0,0.000209908,0,0,4766,2,Yes,9,,,,,
820,EL-FP-RI,1,MiSeqOSV006,6,H,1,2.531,24.0776,20.6415,58.8005,1.9319,0,1,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189179,0,0.900302686,0,0.000189179,0.000189179,0.097237987,0.000189179,0,0.000378358,0,0,0,0,0,0,0,0.000756716,0,0.000378358,0.000189179,0,0,0,0,0,5288,2,Yes,9,,,,,
821,EL-FP-RI,2,MiSeqOSV006,6,A,2,2.538,25.8241,21.3048,58.465,0,0,1,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248262,0.000248262,0.000248262,0,0.936444886,0,0.000248262,0.000744786,0.059334657,0.000744786,0,0.000496524,0,0,0.000248262,0,0,0,0,0.000744786,0,0,0,0,0.000248262,0,0,0,4029,1,Yes,9,,,,,
822,BL-FP-RI,0,MiSeqOSV006,6,B,2,2.715,29.2013,20.7454,48.3457,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000657606,0.000876808,0,0.934458571,0,0.000219202,0,0,0.000219202,0,0,0,0,0,0,0,0,0,0.001315213,0,0,0,0,0,0.000657606,0.061376589,0.000219202,4569,7,Yes,9,,,,,
823,BL-FP-RI,1,MiSeqOSV006,6,C,2,2.664,30.295,21.7869,53.7126,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000213767,0,0.001068833,0.000213767,0,0.931808465,0,0,0.0006413,0.000213767,0.000427533,0,0.000427533,0,0,0,0,0,0,0.000213767,0.001710133,0,0.000213767,0,0,0,0,0.062847371,0,4684,6,Yes,9,,,,,
824,BL-FP-RI,2,MiSeqOSV006,6,D,2,2.618,32.3653,22.9245,55.7282,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000177211,0.000531632,0,0,0.921495658,0,0,0.000354421,0,0,0,0.001772107,0,0,0,0,0,0,0,0.001240475,0,0,0,0,0,0.000177211,0.074074074,0.000177211,5653,10,Yes,9,,,,,
825,PJ-FP-RI,0,MiSeqOSV006,6,E,2,2.574,24.2536,21.1543,49.5067,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000193536,0.000580608,0,0,0.8442036,0,0.000193536,0,0,0,0,0.000580608,0,0,0,0,0.000193536,0,0.149990323,0.001548287,0,0.002128895,0,0,0.000193536,0,0,0.000193536,5168,1,Yes,9,,,,,
826,PJ-FP-RI,1,MiSeqOSV006,6,F,2,2.477,24.1365,21.7249,45.9813,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000214316,0.000857265,0.000642949,0,0.840120017,0,0.000428633,0,0.000214316,0,0.000214316,0,0,0,0.000428633,0,0.000214316,0,0.154522075,0.001928847,0,0,0,0,0,0,0,0.000214316,4668,2,Yes,9,,,,,
827,PJ-FP-RI,2,MiSeqOSV006,6,G,2,2.513,23.9417,21.1251,43.8234,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.837158943,0,0,0,0,0.000216544,0,0,0,0,0.000216544,0,0.000433088,0,0.157644002,0.003681247,0,0.000433088,0.000216544,0,0,0,0,0,4619,1,Yes,9,,,,,
828,BA-AC-CC,0,MiSeqOSV006,6,H,2,2.862,15.4102,42.2899,25.9235,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002567394,0,0,0,0.000320924,0.618260591,0,0.377888318,0,0,0,0,0.000160462,0,0,0,0,0,0,0.000160462,0,0,0,0,0,0,0,0.000481386,0.000160462,0,0,6261,29,No,9,,,,,
829,BA-AC-CC,1,MiSeqOSV006,6,A,3,2.922,20.6341,42.2257,23.8282,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001937234,0,0,0.000387447,0.00058117,0.554823712,0,0.439364587,0,0,0.00058117,0,0.000387447,0,0.00058117,0.000193723,0,0.000193723,0,0,0,0,0,0,0.00058117,0.000193723,0,0.000193723,0,0,0,5191,29,No,9,,,,,
830,BA-AC-CC,2,MiSeqOSV006,6,B,3,2.866,20.2835,39.8695,23.2273,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001574528,0,0.000174948,0,0.000524843,0.572253324,0,0.423897831,0,0.000174948,0.000349895,0,0.000174948,0,0.000174948,0.000174948,0,0,0,0,0,0,0,0,0.000174948,0,0,0.000174948,0.000174948,0,0,5741,25,No,9,,,,,
831,PJ-AC-CC,0,MiSeqOSV006,6,C,3,2.938,19.6027,41.28,26.0042,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00073551,0.552956752,0,0.422771403,0,0.000147102,0.000294204,0,0.000147102,0,0.000294204,0,0,0,0,0,0,0.02250662,0,0,0,0.000147102,0,0,0,0,0,6829,31,No,9,,,,,
832,PJ-AC-CC,1,MiSeqOSV006,6,D,3,2.999,14.1116,43.976,27.9757,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000124193,0.000496771,0.53887233,0,0.435419771,0,0.000124193,0.000496771,0,0.000248385,0,0.000496771,0,0,0.000372578,0,0,0,0.022478887,0,0,0.000372578,0,0,0,0.000124193,0,0.000372578,8084,32,No,9,,,,,
833,PJ-AC-CC,2,MiSeqOSV006,6,E,3,3.08,16.009,41.3878,26.4414,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000292826,0.000585652,0.551683748,0,0.416544656,0.000585652,0.000146413,0,0,0,0,0.000292826,0.000146413,0,0,0,0.000292826,0,0.026500732,0,0,0.002781845,0,0,0,0,0,0.000146413,6861,31,No,9,,,,,
834,BL-AC-CC,0,MiSeqOSV006,6,F,3,2.67,14.3003,40.3827,25.4142,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000170039,0.000170039,0.000510117,0.617752083,0.000170039,0.377146744,0.000170039,0,0,0,0,0,0.000340078,0.000680156,0,0.000170039,0,0.000170039,0,0,0,0,0.000340078,0.000340078,0,0.000170039,0,0.001700391,0,5924,43,No,9,,,,,
835,BL-AC-CC,1,MiSeqOSV006,6,G,3,2.728,13.8367,39.1928,25.5854,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000454133,0,0.000756888,0.582046624,0.000302755,0.412655162,0,0.000151378,0.000151378,0.000151378,0,0,0,0,0,0.000151378,0,0,0,0,0.000151378,0,0.000454133,0.000302755,0,0.000302755,0,0.001967908,0,6633,27,No,9,,,,,
836,BL-AC-CC,2,MiSeqOSV006,6,H,3,2.774,14.5385,42.2389,26.0982,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000143328,0.000573312,0.000143328,0.000286656,0.632076824,0,0.364483302,0.000143328,0,0,0,0.000143328,0,0.000286656,0,0,0.000143328,0.000143328,0.000143328,0,0,0,0,0,0,0,0.000573312,0,0.00071664,0,7018,41,No,9,,,,,
837,BA-AC-RI,0,MiSeqOSV006,6,A,4,2.566,8.94,52.1653,9.5723,5.5983,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007638771,0,0.000679002,0.000339501,0.001018503,0.498896622,0,0.488881344,0,0.000339501,0.000509251,0.00016975,0,0,0.000848752,0,0,0.00016975,0,0,0,0,0,0,0,0,0,0,0.00016975,0.00016975,0.00016975,5914,23,Yes,9,,,,,
838,BA-AC-RI,1,MiSeqOSV006,6,B,4,2.672,11.3501,50.5677,7.9296,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009456265,0,0,0.000675447,0.000675447,0.506585613,0,0.481425194,0.000168862,0,0,0,0.000168862,0,0,0,0,0,0,0,0,0,0,0,0.000168862,0.000168862,0,0.000168862,0.000337724,0,0,5961,39,Yes,9,,,,,
839,BA-AC-RI,2,MiSeqOSV006,6,C,4,2.754,11.4989,50.5928,7.7172,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005884886,0,0.000143534,0.000287068,0.001291804,0.508540261,0,0.481555906,0.000143534,0.000287068,0.000143534,0.000143534,0.000287068,0,0.000430601,0,0,0,0,0,0,0.000143534,0,0,0.000287068,0,0,0.000143534,0.000287068,0,0,7007,40,Yes,9,,,,,
840,AC-RI-DL,0,MiSeqOSV006,6,D,4,2.704,28.8595,32.5658,18.2521,0,0,0,1,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000130276,0,0.000130276,0.000521105,0.000911933,0.371156853,0,0.010552371,0,0.000130276,0,0,0.000130276,0,0.001042209,0,0,0,0,0,0,0.000260552,0,0,0,0,0,0.000260552,0.614643043,0,0.000130276,7719,43,Yes,9,,,,,
841,AC-RI-DL,1,MiSeqOSV006,6,E,4,2.61,28.7083,31.8105,19.3441,0,0,0,1,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284293,0.000710732,0.41663113,0,0.011940299,0,0.000284293,0.000995025,0,0.000142146,0,0.000568586,0,0,0.000142146,0,0.000284293,0,0,0,0,0.002558635,0,0,0,0.565458422,0,0,7065,30,Yes,9,,,,,
842,AC-RI-DL,2,MiSeqOSV006,6,F,4,1.885,25.4528,28.6996,21.6482,0,0,0,1,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014243,0.00014243,0.000854579,0.358495941,0,0.010824669,0,0,0,0.00014243,0,0,0.00028486,0,0,0.00028486,0,0.00014243,0,0.00014243,0,0,0.000569719,0,0,0.00042729,0.627545934,0,0,7075,54,Yes,9,,,,,
843,DP-AC-RI,0,MiSeqOSV006,6,G,4,1.607,40.3482,22.4912,32.0237,3.4026,0,0,1,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695991,0.416063474,0.000417595,0.301085746,0.000139198,0.000139198,0.279510022,0.000139198,0,0,0.000556793,0,0,0,0,0,0,0,0,0,0.000278396,0,0,0,0.000974388,0,0,7208,24,Yes,9,,,,,
844,DP-AC-RI,1,MiSeqOSV006,6,H,4,1.662,39.7209,23.3037,34.6845,0,0,0,1,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140056,0,0,0.434593838,0,0.308263305,0.000140056,0.000280112,0.254621849,0,0.000140056,0.000280112,0.000560224,0,0,0,0,0.000140056,0,0,0,0,0.000420168,0,0,0.000420168,0,0,0,7168,28,Yes,9,,,,,
845,DP-AC-RI,2,MiSeqOSV006,6,A,5,1.616,40.5715,22.7583,33.1072,3.4603,0,0,1,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422833,0.000634249,0.000634249,0.493023256,0,0.289217759,0,0.000634249,0.214164905,0,0,0,0.000211416,0,0,0,0,0,0,0,0,0,0.000422833,0,0,0.000422833,0,0,0.000211416,4744,14,Yes,9,,,,,
846,DP-RI-CC,0,MiSeqOSV006,6,B,5,1.445,42.405,10.4088,29.3865,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000326477,0.000816193,0.000163239,0,0.810969638,0,0.000326477,0.185928828,0,0.000163239,0,0.000489716,0,0,0,0,0,0,0,0,0,0.000326477,0,0,0,0.000489716,0,0,6129,3,No,9,,,,,
847,DP-RI-CC,1,MiSeqOSV006,6,C,5,1.932,46.0451,11.7288,30.5815,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002442,0.001221001,0,0,0.822954823,0,0,0.174114774,0,0,0.0002442,0.0004884,0,0,0,0,0,0,0,0,0,0.0002442,0,0,0.0002442,0.0002442,0,0,4097,2,No,9,,,,,
848,DP-RI-CC,2,MiSeqOSV006,6,D,5,2.056,45.5694,11.4894,29.2865,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264655,0.000264655,0.001587932,0.000264655,0,0.809845177,0.000264655,0.000132328,0.183935424,0,0.000132328,0,0.001984915,0,0,0.000264655,0,0,0,0.000132328,0,0,0.000396983,0.000132328,0,0,0.000132328,0,0.000264655,7565,8,No,9,,,,,
849,EL-RI-CC,0,MiSeqOSV006,6,E,5,3.53,24.8386,19.6111,65.9802,0,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335121,0.00016756,0.000335121,0.000670241,0,0.941018767,0,0.00016756,0,0.051776139,0.00016756,0,0.000502681,0,0,0,0,0.000335121,0,0,0,0,0.003853887,0,0,0.000335121,0,0,0.000335121,5973,5,No,9,,,,,
850,EL-RI-CC,1,MiSeqOSV006,6,F,5,3.393,26.3058,20.0961,67.5156,0,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00020842,0,0.00020842,0.00020842,0.000625261,0.00041684,0,0.929553981,0,0.00020842,0,0.066902876,0,0,0.000625261,0,0,0.00020842,0,0.00020842,0,0,0,0,0,0.00020842,0,0,0.00041684,0,0,4801,3,No,9,,,,,
851,EL-RI-CC,2,MiSeqOSV006,6,G,5,2.832,22.7138,17.4849,60.8799,0,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342056,0.000342056,0.000513084,0,0.925944929,0,0.000342056,0.000171028,0.071489653,0,0,0.000513084,0,0,0,0,0,0,0,0,0,0.000342056,0,0,0,0,0,0,5850,3,No,9,,,,,
852,RI-CC-DL,0,MiSeqOSV006,6,H,5,1.47784,38.5966,3.9807,40.5364,1.0376,0,0,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143843,0,0.000143843,0.00043153,0,0.198360184,0,0,0,0,0.000143843,0,0.000575374,0,0,0,0,0,0,0,0,0,0.001006904,0.000287687,0,0.000143843,0.798762946,0,0,6958,6,No,9,,,,,
853,RI-CC-DL,1,MiSeqOSV006,6,A,6,1.694,35.8667,4.5782,44.6747,0,0,0,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215285,0,0.000861141,0.000215285,0,0.316899892,0.000215285,0.000215285,0.000215285,0.000215285,0.000645856,0,0.000861141,0,0,0.000215285,0.000215285,0,0,0,0,0,0,0.000215285,0,0.000215285,0.678363832,0,0.000215285,4649,4,No,9,,,,,
854,RI-CC-DL,2,MiSeqOSV006,6,B,6,1.521,35.2187,4.8128,43.1178,0,0,0,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194137,0.000194137,0.000582411,0,0.224810716,0,0.000388274,0,0,0,0,0.001164822,0,0,0.000194137,0,0,0,0.000388274,0,0,0,0.000194137,0,0.000194137,0.771306542,0,0.000388274,5155,4,No,9,,,,,
855,AC-RI-CC,0,MiSeqOSV006,6,C,6,3.424,11.0735,46.0978,17.5659,0,0,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186498,0,0.000186498,0.001118985,0.539537486,0,0.456359567,0,0.000372995,0.000186498,0,0.000186498,0,0.001118985,0,0,0,0,0,0,0,0,0,0,0.000186498,0,0,0.000372995,0,0.000186498,5378,16,No,9,,,,,
856,AC-RI-CC,1,MiSeqOSV006,6,D,6,3.58,14.3079,51.4572,20.1199,0,0,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268962,0.000134481,0,0.000672405,0.549354492,0,0.447686928,0,0.000268962,0.000134481,0,0.000403443,0,0.000403443,0,0,0,0,0,0,0,0,0,0,0.000134481,0,0,0.000268962,0,0.000268962,7462,26,No,9,,,,,
857,AC-RI-CC,2,MiSeqOSV006,6,E,6,3.795,9.2816,51.4907,14.1293,0,0,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000642467,0.4741407,0,0.519434629,0,0.000321234,0.00048185,0,0.000321234,0,0.004176036,0,0,0.000160617,0,0.000160617,0,0,0,0,0,0,0,0,0.000160617,0,0,6253,27,No,9,,,,,
858,AC-ER-CC,0,MiSeqOSV006,6,F,6,3.676,7.9829,43.4236,13.2012,0,1,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180148,0.001621329,0.000180148,0.000180148,0.000720591,0.475229688,0,0.500810665,0.000180148,0.018735363,0.000540443,0,0,0,0.000540443,0,0,0,0,0.000180148,0,0,0,0,0,0,0,0.000360295,0.000540443,0,0,5583,32,No,9,,,,,
859,AC-ER-CC,1,MiSeqOSV006,6,G,6,2.509,8.1347,47.9526,15.0085,0,1,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155039,0.000155039,0,0.000155039,0.461705426,0.000155039,0.515348837,0.000155039,0.02,0.000620155,0,0,0,0.001085271,0,0,0.000155039,0,0,0,0,0,0,0,0.000155039,0,0,0.000155039,0,0,6475,25,No,9,,,,,
860,AC-ER-CC,2,MiSeqOSV006,6,H,6,2.91,11.7691,45.2551,21.8836,0,1,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014043,0,0.000421289,0.564808313,0,0.410897346,0,0.01966016,0.000421289,0.000280859,0.00014043,0,0.001966016,0,0,0.000280859,0,0,0,0,0,0,0,0.000561719,0,0.000421289,0,0,0,7164,43,No,9,,,,,
861,AC-ER-RI,0,MiSeqOSV006,6,A,7,2.68,6.5811,58.1911,2.4899,0,1,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186881,0,0,0.539712203,0,0.437114558,0.000186881,0.020370024,0.000186881,0,0.000373762,0,0.000934405,0,0,0.000373762,0.000186881,0,0,0,0,0,0,0,0,0,0.000373762,0,0,5368,17,Yes,9,,,,,
862,AC-ER-RI,1,MiSeqOSV006,6,B,7,2.486,10.1715,54.0383,6.5541,4.9134,1,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015569,0,0,0.458819866,0,0.50801806,0,0.030359645,0.000311381,0,0.00015569,0,0.001401214,0,0,0.00015569,0,0,0,0.000311381,0,0,0,0,0,0.000311381,0,0,0,6457,34,Yes,9,,,,,
863,AC-ER-RI,2,MiSeqOSV006,6,C,7,3.287,5.9627,59.6841,0,0,1,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260552,0,0.000130276,0.453751954,0,0.522928609,0,0.019150599,0.000521105,0,0.000130276,0,0.002214695,0,0,0.000260552,0.000260552,0,0,0,0,0,0,0,0,0.000130276,0.000130276,0,0.000130276,7731,55,Yes,9,,,,,
864,ER-RI-CC,0,MiSeqOSV006,6,D,7,2.891,28.4513,27.4111,55.3225,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000333556,0,0,0.001000667,0,0.816711141,0.000166778,0.175617078,0.000166778,0,0,0,0.004503002,0,0,0.000500334,0.000500334,0,0,0,0,0,0,0,0,0,0.000333556,0,0.000166778,6003,7,No,9,,,,,
865,ER-RI-CC,1,MiSeqOSV006,6,E,7,2.86,25.1545,24.6693,43.1538,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066302,0,0.00033151,0.00464114,0,0.778882811,0.00033151,0.209845848,0.000497265,0,0.000165755,0.000165755,0.002486325,0,0,0.000165755,0,0.000497265,0,0,0,0,0.000165755,0,0,0.000165755,0.00099453,0,0,6042,9,No,9,,,,,
866,ER-RI-CC,2,MiSeqOSV006,6,F,7,2.899,24.1633,25.2529,46.3087,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188573,0,0.002828588,0.00075429,0.000377145,0.797850273,0.000188573,0.195361116,0,0,0,0,0.00150858,0,0,0.000188573,0.000377145,0,0,0,0,0,0,0.000188573,0,0.000188573,0,0,0,5306,3,No,9,,,,,
867,FP-AC-ER,0,MiSeqOSV006,6,G,7,1.109,2.0692,30.4268,26.339,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152138,0,0.000152138,0,0,0.916324357,0.000304275,0.001521375,0,0.06846189,0.000152138,0.000152138,0,0,0.001369238,0,0,0.000152138,0.000152138,0.000760688,0,0,0.010041077,0,0,0.000152138,0,0,0.000152138,0,0,6583,10,No,9,,,,,
868,FP-AC-ER,1,MiSeqOSV006,6,H,7,1.016,0,27.6696,27.1754,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255885,0,0.000127943,0.911975435,0,0.000639713,0,0.077021494,0,0,0.000383828,0,0.000895599,0,0,0.000255885,0.001023541,0.000127943,0,0,0.006525077,0,0,0,0,0.000383828,0.000383828,0,0,7825,9,No,9,,,,,
869,FP-AC-ER,2,MiSeqOSV006,6,A,8,1.114,2.5772,33.6112,23.0515,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187512,0,0,0.922182636,0,0.000750047,0,0.061878867,0.000375023,0,0.000187512,0.000187512,0.001500094,0,0,0,0.000187512,0,0,0,0.012188262,0,0,0.000187512,0,0.000187512,0,0,0,5343,10,No,9,,,,,
870,FP-ER-CC,0,MiSeqOSV006,6,B,8,2.531,28.3534,21.2253,60.0386,0,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211015,0,0.000211015,0,0,0.000211015,0,0.974889217,0,0.019835408,0.00042203,0,0,0,0.00211015,0,0,0,0.00042203,0,0,0,0.00084406,0,0,0.000211015,0,0.000211015,0.000211015,0,0.000211015,4741,2,No,9,,,,,
871,FP-ER-CC,1,MiSeqOSV006,6,C,8,3.124,27.9385,21.3111,62.4098,0,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181258,0,0.000181258,0,0,0.00090629,0,0.966648541,0,0.028457495,0.000181258,0,0,0,0.00090629,0,0,0,0.000181258,0.000181258,0,0.000181258,0.001087548,0,0,0,0,0.000181258,0.000543774,0,0.000181258,5518,1,No,9,,,,,
872,FP-ER-CC,2,MiSeqOSV006,6,D,8,2.923,29.517,23.5725,66.2058,2.8455,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166334,0,0.96506986,0,0.029773786,0.000332668,0.000166334,0,0,0.002827678,0,0,0,0,0,0,0,0.00083167,0,0,0.000166334,0,0.000166334,0.000332668,0,0.000166334,6014,2,No,9,,,,,
873,FP-ER-RI,0,MiSeqOSV006,6,E,8,2.88,24.9341,21.1447,43.4945,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197278,0.001380943,0,0,0.00078911,0,0.974748471,0,0.015782206,0.000197278,0,0,0.000394555,0.001578221,0,0,0,0.000197278,0.000591833,0,0.000197278,0.002564608,0,0,0.00078911,0,0.000197278,0.000394555,0,0,5069,0,Yes,9,,,,,
874,FP-ER-RI,1,MiSeqOSV006,6,F,8,2.777,25.7798,22.5773,45.8106,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00491343,0,0,0,0.974029013,0,0.015208236,0.000467946,0,0,0,0.001871783,0,0,0,0.000233973,0.000233973,0,0.000233973,0.00163781,0,0,0.000467946,0,0,0.000701919,0,0,4275,1,Yes,9,,,,,
875,FP-ER-RI,2,MiSeqOSV006,6,G,8,2.312,25.7967,23.3628,53.7157,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000206954,0.000206954,0.979718543,0,0.014486755,0,0.000206954,0,0,0.000827815,0,0,0.000206954,0,0.000413907,0,0,0.003311258,0,0,0.000206954,0,0.000206954,0,0,0,4832,0,Yes,9,,,,,
876,FP-AC-CC,0,MiSeqOSV006,6,H,8,2.399,7.6126,46.6334,25.9556,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152625,0,0,0.594017094,0,0.399725275,0,0,0.000457875,0.000152625,0.000152625,0.000152625,0.001221001,0,0,0,0.000152625,0.000152625,0,0,0.003357753,0,0,0,0,0.000152625,0.000152625,0,0,6594,42,No,9,,,,,
877,FP-AC-CC,1,MiSeqOSV006,6,A,9,2.741,12.8788,47.9443,17.3145,6.9555,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545436817,0,0.45124805,0,0,0,0,0,0,0.00175507,0,0,0.000195008,0,0,0,0,0.000975039,0,0,0,0,0.000195008,0,0,0.000195008,5144,16,No,9,,,,,
878,FP-AC-CC,2,MiSeqOSV006,6,B,9,2.76,9.6997,52.2253,16.2817,5.8672,0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000382629,0.487660226,0,0.505452458,0.000191314,0.000573943,0.000191314,0,0.000191314,0.000191314,0.0013392,0,0,0,0,0,0,0,0.003061029,0,0,0.000191314,0,0.000382629,0.000191314,0,0,5251,24,No,9,,,,,
