d,p,c,o,f,g,reads,sample
Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,16,E3
Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,14,E3
Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,18,E3
Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,13,E3
Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,13,E3
Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobaculum,11,E3
Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,18,E3
Bacteria,Aquificae,Aquificae,Aquificales,,Thermosulfidibacter,16,E3
Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,18,E3
Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,14,E3
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Geovibrio,40,E3
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,27,E3
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes,17,E3
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Calditerrivibrio,10,E3
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,62,E3
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,21,E3
Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,35,E3
Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,10,E3
Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,30,E3
Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,27,E3
Bacteria,,,,,Vampirococcus,26,E3
Bacteria,Calditrichaeota,Calditrichae,Calditrichales,Calditrichaceae,Caldithrix,12,E3
Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,11,E3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Vigna,581,E3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Glycine,389,E3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Cajanus,202,E3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Phaseolus,189,E3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Medicago,211,E3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Cicer,195,E3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Arachis,557,E3
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Lupinus,249,E3
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Malus,233,E3
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Prunus,126,E3
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Rosa,166,E3
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Fragaria,111,E3
Viridiplantae,Streptophyta,,Rosales,Cannabaceae,Cannabis,192,E3
Viridiplantae,Streptophyta,,Rosales,Rhamnaceae,Ziziphus,130,E3
Viridiplantae,Streptophyta,,Malpighiales,Salicaceae,Populus,184,E3
Viridiplantae,Streptophyta,,Malpighiales,Euphorbiaceae,Manihot,179,E3
Viridiplantae,Streptophyta,,Fagales,Fagaceae,Quercus,255,E3
Viridiplantae,Streptophyta,,Cucurbitales,Cucurbitaceae,Cucumis,115,E3
Viridiplantae,Streptophyta,,Cucurbitales,Cucurbitaceae,Cucurbita,91,E3
Viridiplantae,Streptophyta,,Malvales,Malvaceae,Gossypium,771,E3
Viridiplantae,Streptophyta,,Malvales,Malvaceae,Theobroma,165,E3
Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Brassica,322,E3
Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Camelina,206,E3
Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Arabidopsis,62,E3
Viridiplantae,Streptophyta,,Sapindales,Rutaceae,Citrus,115,E3
Viridiplantae,Streptophyta,,Vitales,Vitaceae,Vitis,240,E3
Viridiplantae,Streptophyta,,Solanales,Solanaceae,Capsicum,1030,E3
Viridiplantae,Streptophyta,,Solanales,Solanaceae,Solanum,559,E3
Viridiplantae,Streptophyta,,Solanales,Solanaceae,Nicotiana,510,E3
Viridiplantae,Streptophyta,,Solanales,Convolvulaceae,Ipomoea,134,E3
Viridiplantae,Streptophyta,,Lamiales,Oleaceae,Olea,388,E3
Viridiplantae,Streptophyta,,Lamiales,Pedaliaceae,Sesamum,119,E3
Viridiplantae,Streptophyta,,Gentianales,Rubiaceae,Coffea,330,E3
Viridiplantae,Streptophyta,,Asterales,Asteraceae,Helianthus,561,E3
Viridiplantae,Streptophyta,,Asterales,Asteraceae,Cynara,251,E3
Viridiplantae,Streptophyta,,Apiales,Apiaceae,Daucus,159,E3
Viridiplantae,Streptophyta,,Caryophyllales,Chenopodiaceae,Beta,203,E3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,338,E3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Sorghum,189,E3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Setaria,176,E3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,135,E3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Oryza,257,E3
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Brachypodium,132,E3
Viridiplantae,Streptophyta,Liliopsida,Poales,Bromeliaceae,Ananas,133,E3
Viridiplantae,Streptophyta,Liliopsida,Arecales,Arecaceae,Elaeis,306,E3
Viridiplantae,Streptophyta,Liliopsida,Zingiberales,Musaceae,Musa,131,E3
Viridiplantae,Streptophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,281,E3
Viridiplantae,Streptophyta,,Ranunculales,Papaveraceae,Papaver,650,E3
Viridiplantae,Streptophyta,Bryopsida,Funariales,Funariaceae,Physcomitrella,208,E3
Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,39,E3
Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,35,E3
Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,1318,E3
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,128,E3
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,24,E3
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,38,E3
Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,66,E3
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,29,E3
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothielavioides,20,E3
Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,15,E3
Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,21,E3
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,21,E3
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,15,E3
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,30,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,25,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,18,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,17,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,16,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,15,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,10,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,30,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,11,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,21,E3
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugiyamaella,13,E3
Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,16,E3
Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,19,E3
Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,11,E3
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,25,E3
Eukaryota,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiaceae,Cyanidioschyzon,12,E3
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,11890,E3
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,1739,E3
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,26,E3
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,11,E3
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,41,E3
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,14,E3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,20,E3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,14,E3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,14,E3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,11,E3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,34,E3
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Salarchaeum,11,E3
Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloferax,30,E3
Archaea,Euryarchaeota,Halobacteria,Haloferacales,Haloferacaceae,Haloplanus,23,E3
Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,39,E3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnobius,14,E3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,17,E3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,15,E3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Halopiger,10,E3
Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium,10,E3
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,113,E3
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,14,E3
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,14,E3
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,21,E3
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,21,E3
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,13,E3
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,11,E3
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,13,E3
Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,19,E3
Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,150,E3
Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,31,E3
Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,19,E3
Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,26,E3
Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,12,E3
Viruses,,,Caudovirales,Siphoviridae,Fromanvirus,17,E3
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,125445,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,61594,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,4209,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,515,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproiciproducens,8695,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,74003,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,46113,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,34670,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,26093,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,15273,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,1946,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,857,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,527,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,325,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Herbinix,362,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,245,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,14874,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Mordavella,7164,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,1326,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Geosporobacter,138,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,100,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,85,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus,76,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Crassaminicella,131,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hathewaya,53,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Dysosmobacter,14856,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,8626,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,19843,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,146,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,141,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,115,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Acetoanaerobium,59,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,65,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,,Monoglobus,5941,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,,Flintibacter,2218,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,5209,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,10013,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,123,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,3546,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,288,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,239,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,205,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacterium,171,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Dehalobacter,134,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfallas,160,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus,76,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfofarcimen,68,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Candidatus Desulforudis,52,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Thermincola,28,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Aminipila,744,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,473,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,117,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVI. Incertae Sedis,Carboxydocella,50,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,451,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Pseudoclostridium,163,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Mageeibacillus,152,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Thermoclostridium,148,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Ruminiclostridium,106,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Fastidiosipila,48,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Vallitaleaceae,Petrocella,138,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Heliobacterium,127,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium,82,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,40,F1
Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophothermus,19,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterium,251,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,227,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermosediminibacter,52,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,127,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,87,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Ammonifex,17,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Tepidanaerobacter,48,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,59,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobacter,34,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,29,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermanaeromonas,25,F1
Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis,Mahella,161,F1
Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,60,F1
Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halocella,38,F1
Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix,31,F1
Bacteria,Firmicutes,Clostridia,Halanaerobiales,,Anoxybacter,61,F1
Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium,32,F1
Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halobacteroides,19,F1
Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobius,12,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,12521,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,473,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,5209,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,88,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,82,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,17,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,1910,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,66,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,145,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,136,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,55,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,200,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Jeotgalibaca,93,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Marinilactibacillus,20,F1
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,198,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,3717,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,248,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,249,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,202,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,137,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,117,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,98,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,236,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,78,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,67,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus,44,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,40,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,50,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,32,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pradoshia,34,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Paraliobacillus,32,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aquibacillus,27,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,26,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,3630,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,289,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,150,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,125,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,111,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,98,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,826,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,83,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,27,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Auricoccus,16,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,13,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,340,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,209,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,71,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,69,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,48,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,46,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,36,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,30,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,264,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,35,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,150,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,89,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia,52,F1
Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,188,F1
Bacteria,Firmicutes,Bacilli,Bacillales,,Gemella,71,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,171,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,34,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Laceyella,23,F1
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Novibacillus,22,F1
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,6019,F1
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,16458,F1
